marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Single,Private,Female,0,Yes,High School,Chevrolet,Mauv,1995,0,Suburban,50150.41,133555.62,0
Single,Private,Female,0,No,Masters,Chrysler,Purple,2007,0,Highly Rural,79778.91,174537.34,0
Married,Private,Male,0,No,Masters,Mercury,Mauv,2005,0,Rural,92579.79,66080.87,0
Married,Private,Male,0,Yes,Bachelors,Lamborghini,Mauv,1985,0,Highly Rural,76642.79,57316.53,0
Seperated,Private,Male,1,Yes,High School,Jaguar,Red,1996,0,Suburban,69144.21,115666.41,0
Single,Private,Female,0,No,High School,Mercury,Goldenrod,1997,0,Rural,71406.44,111913.03,0
Single,Private,Male,2,Yes,Bachelors,GMC,Khaki,1993,0,Highly Rural,67805.02,59365.6,0
Divorced,Private,Male,1,Yes,Bachelors,Mercury,Purple,2002,0,Rural,90555.79,60282.52,0
Divorced,Private,Male,1,Yes,High School,Chevrolet,Turquoise,2012,0,Highly Rural,71552.91,179731.47,0
Divorced,Private,Female,1,Yes,Bachelors,Audi,Blue,1996,2,Urban,21313.23,244007.81,10656.615
Single,Private,Female,3,Yes,Bachelors,Hyundai,Turquoise,2006,1,Highly Rural,67553.64,96822.17,67553.64
Single,Commercial,Male,2,Yes,High School,Mercury,Blue,2010,1,Suburban,90211.19,107459.08,90211.19
Single,Private,Female,2,Yes,High School,Toyota,Orange,2006,0,Highly Urban,70610.32,205410.5,0
Single,Private,Male,0,No,Bachelors,Plymouth,Aquamarine,1994,0,Urban,87805.88,141296.7,0
Single,Commercial,Female,0,No,Bachelors,Toyota,Fuscia,1999,0,Urban,91504.23,242287.5,0
Single,Commercial,Male,0,No,Bachelors,Kia,Mauv,2000,0,Rural,84880.24,111920.67,0
Divorced,Commercial,Female,0,No,Bachelors,Toyota,Purple,2010,0,Urban,32132.26,126708.04,0
Married,Commercial,Male,0,Yes,High School,GMC,Orange,2009,0,Urban,61819.23,90889.76,0
Single,Private,Female,0,Yes,Bachelors,Chevrolet,Red,2005,0,Highly Rural,18017.42,130927.28,0
Married,Private,Female,0,No,Masters,Honda,Red,2002,4,Highly Rural,91252.06,186506.92,22813.015
Single,Commercial,Male,0,No,Bachelors,Toyota,Crimson,2006,0,Highly Rural,21411.53,205086.36,0
Married,Private,Female,2,Yes,Bachelors,Ford,Aquamarine,2004,0,Suburban,73514.06,176082.26,0
Married,Private,Male,0,No,High School,Cadillac,Turquoise,2009,1,Highly Urban,98162.59,65416.28,98162.59
Single,Private,Male,0,No,High School,Mercury,Khaki,1999,0,Urban,67865.45,234452.1,0
Divorced,Private,Male,0,No,Masters,Infiniti,Violet,1995,1,Rural,36505,197515.37,36505
Single,Private,Male,0,Yes,Bachelors,Chevrolet,Yellow,1992,3,Suburban,80698.41,137289.82,26899.47
Married,Commercial,Male,0,Yes,Bachelors,Chevrolet,Turquoise,1998,2,Highly Rural,47934.16,115362.85,23967.08
Married,Commercial,Female,0,No,Bachelors,Chevrolet,Puce,2010,0,Urban,72390.85,222844.16,0
Married,Private,Female,0,Yes,Bachelors,BMW,Indigo,2001,0,Highly Rural,88710.11,76318.41,0
Married,Private,Female,0,No,Bachelors,Jeep,Khaki,2008,0,Suburban,93524.49,114936.57,0
Married,Private,Female,0,No,Bachelors,Cadillac,Green,2003,0,Highly Urban,42061.74,193405.56,0
Married,Commercial,Female,1,Yes,Bachelors,Mercedes-Benz,Mauv,2012,0,Suburban,69194.54,98284.27,0
Married,Private,Male,2,Yes,Masters,Chevrolet,Goldenrod,1996,0,Urban,54841.35,132845.71,0
Seperated,Private,Female,0,Yes,PhD,Maserati,Pink,2005,2,Rural,19319.11,241843.75,9659.555
Single,Private,Male,0,No,Bachelors,Chrysler,Orange,2007,1,Highly Rural,89638.44,204737.33,89638.44
Married,Private,Female,0,No,High School,Land Rover,Puce,2012,0,Urban,76302.45,247521.57,0
Divorced,Private,Female,1,Yes,PhD,Chevrolet,Fuscia,2000,1,Suburban,98429.09,145395.01,98429.09
Divorced,Private,Male,0,No,High School,Chrysler,Teal,2009,1,Highly Urban,91433.45,107694.29,91433.45
Divorced,Commercial,Female,0,No,High School,Mitsubishi,Turquoise,1994,1,Highly Rural,4017.98,128254.61,4017.98
Married,Private,Male,1,Yes,High School,Mercedes-Benz,Green,2004,1,Highly Urban,58361.69,138106.3,58361.69
Seperated,Private,Male,0,Yes,High School,GMC,Red,1997,0,Highly Urban,96446.4,108517.24,0
Divorced,Private,Female,0,No,Masters,Lexus,Orange,2002,0,Suburban,3789.9,88511.73,0
Married,Private,Male,2,Yes,Bachelors,Ford,Aquamarine,2000,0,Suburban,45720.4,152702.39,0
Single,Private,Male,1,Yes,Bachelors,Toyota,Blue,2010,0,Rural,61721.69,71141.09,0
Divorced,Private,Male,1,Yes,PhD,Suzuki,Pink,1990,0,Suburban,29736.79,163328.09,0
Divorced,Commercial,Female,0,No,PhD,Ford,Aquamarine,2003,0,Rural,10743.7,232843.85,0
Married,Commercial,Male,0,Yes,Bachelors,Volkswagen,Red,1988,0,Urban,58235.39,204968.1,0
Single,Private,Male,0,No,High School,Volkswagen,Goldenrod,2008,0,Highly Rural,99833.47,82845.56,0
Married,Commercial,Female,0,Yes,High School,Nissan,Puce,2012,0,Rural,10268.53,159031.87,0
Single,Private,Female,0,No,Bachelors,Isuzu,Khaki,2002,0,Highly Urban,51665.87,244455.58,0
Single,Commercial,Male,0,No,High School,Infiniti,Crimson,2001,1,Highly Urban,82334.94,232358.36,82334.94
Single,Private,Female,1,Yes,High School,Suzuki,Turquoise,2007,0,Suburban,45919.19,246585.14,0
Single,Private,Female,1,Yes,Masters,Mitsubishi,Yellow,1991,0,Highly Rural,62780.2,168331.19,0
Single,Private,Male,0,No,Bachelors,Land Rover,Purple,2009,0,Highly Urban,89774.99,248375.85,0
Single,Private,Male,0,No,Bachelors,Plymouth,Aquamarine,1992,0,Urban,37694.59,241470.52,0
Married,Private,Female,0,No,Bachelors,Lincoln,Mauv,2002,1,Urban,87208.2,190119.49,87208.2
Single,Private,Male,0,No,High School,Plymouth,Blue,1999,0,Highly Rural,55977.74,223569.51,0
Married,Private,Male,1,Yes,Bachelors,Chevrolet,Khaki,2007,0,Suburban,89194.81,150142.3,0
Married,Private,Female,0,Yes,High School,Ram,Red,2012,0,Rural,60281.47,170859.47,0
Single,Private,Male,0,No,Bachelors,Subaru,Maroon,1990,0,Rural,39686.57,176419.84,0
Married,Private,Female,0,No,High School,Acura,Puce,2002,0,Suburban,37439.06,244781.73,0
Married,Private,Male,2,Yes,Masters,Acura,Yellow,2012,0,Rural,71931.97,83128.65,0
Divorced,Private,Female,0,No,High School,Toyota,Khaki,2006,0,Highly Urban,87014.35,137265.74,0
Divorced,Private,Female,1,Yes,Bachelors,Toyota,Goldenrod,2006,0,Highly Urban,83997.35,172860.87,0
Married,Private,Female,0,No,High School,Cadillac,Turquoise,2002,2,Highly Urban,65039.72,169233.53,32519.86
Married,Private,Male,0,No,Bachelors,Land Rover,Pink,2011,0,Suburban,4757.57,112914.19,0
Married,Commercial,Female,0,No,PhD,Mitsubishi,Orange,1985,0,Urban,71927.19,163874.3,0
Married,Private,Female,0,Yes,Masters,Volvo,Pink,2003,0,Suburban,93835.52,77509.53,0
Married,Commercial,Female,0,No,High School,Chevrolet,Goldenrod,2007,0,Rural,40424.87,53316.95,0
Married,Private,Male,0,No,Bachelors,Toyota,Purple,2004,0,Urban,76748.34,221043.4,0
Married,Commercial,Female,0,No,PhD,Chevrolet,Khaki,2006,1,Highly Rural,26493.37,70254.33,26493.37
Seperated,Private,Female,0,No,High School,Kia,Indigo,2003,0,Suburban,46505.45,85131.94,0
Single,Private,Male,0,Yes,High School,Bentley,Turquoise,2010,0,Highly Rural,23320.1,47405.56,0
Single,Private,Male,0,No,High School,Jeep,Pink,2005,0,Suburban,34603.48,217554.51,0
Single,Private,Male,0,No,Masters,Mitsubishi,Violet,1984,0,Urban,94275.4,107882.93,0
Seperated,Private,Female,0,No,High School,Suzuki,Violet,1998,0,Urban,41173.37,184850.46,0
Single,Commercial,Male,0,No,Bachelors,Nissan,Turquoise,2010,0,Rural,49894.01,160664.06,0
Married,Private,Male,0,Yes,Bachelors,Toyota,Violet,2005,3,Highly Rural,84323.35,206367.16,28107.78333
Single,Private,Female,2,Yes,Bachelors,Subaru,Puce,1990,0,Suburban,28517.87,120923.66,0
Married,Private,Male,0,No,Masters,Pontiac,Puce,2004,0,Highly Urban,44035.19,144312.21,0
Married,Private,Female,0,No,High School,Mercedes-Benz,Orange,2011,0,Suburban,84468.02,92142.55,0
Married,Private,Female,0,No,Masters,Mazda,Green,2003,0,Suburban,73114.16,86797.08,0
Single,Private,Male,0,Yes,Bachelors,Rolls-Royce,Violet,2006,0,Urban,3551.93,168399.56,0
Married,Private,Male,2,Yes,Bachelors,Volkswagen,Mauv,2012,0,Rural,95828.72,215191.03,0
Divorced,Commercial,Female,1,Yes,Bachelors,Ford,Turquoise,2007,0,Highly Urban,9824.61,174778.45,0
Single,Private,Male,1,Yes,Masters,Ford,Pink,1986,0,Urban,30745.56,182638.44,0
Married,Commercial,Female,1,Yes,PhD,Dodge,Red,2007,0,Highly Rural,51618.5,136590.85,0
Married,Private,Female,0,Yes,Masters,Chrysler,Green,2005,0,Highly Rural,38548.05,103238.98,0
Divorced,Private,Female,0,Yes,Bachelors,Mitsubishi,Orange,2003,0,Suburban,32773.84,158860.53,0
Divorced,Private,Female,0,No,Bachelors,Pontiac,Indigo,1969,0,Rural,61970.63,197403.84,0
Married,Private,Male,2,Yes,High School,Mazda,Goldenrod,2005,1,Urban,24823.86,169014.99,24823.86
Married,Commercial,Male,0,No,Bachelors,Acura,Crimson,2003,0,Rural,75292.83,100638.6,0
Single,Private,Female,2,Yes,Masters,Chevrolet,Turquoise,2006,0,Highly Rural,14758.18,217113.69,0
Single,Private,Male,1,Yes,High School,Cadillac,Indigo,2008,0,Urban,71292.12,59487.67,0
Single,Commercial,Female,1,Yes,Bachelors,Saturn,Goldenrod,2009,0,Highly Urban,14436.77,85231.45,0
Divorced,Commercial,Male,0,No,PhD,Mercedes-Benz,Indigo,2012,0,Highly Rural,90839.8,81850.01,0
Married,Private,Female,1,Yes,Bachelors,Bentley,Aquamarine,2007,0,Highly Rural,18779.94,103308.62,0
Married,Private,Female,1,Yes,Bachelors,Honda,Puce,2002,1,Suburban,74431.49,169662.31,74431.49
Married,Private,Female,1,Yes,PhD,Porsche,Violet,1993,0,Rural,14623.18,244446.59,0
Married,Commercial,Female,0,No,Bachelors,Kia,Pink,2011,0,Urban,82272.35,220875.1,0
Married,Private,Male,1,Yes,Masters,Cadillac,Indigo,2006,0,Highly Urban,48714.57,150967.85,0
Single,Private,Female,1,Yes,Bachelors,Mercedes-Benz,Red,1996,0,Urban,95473.6,125789.55,0
Married,Commercial,Male,0,No,Masters,Mitsubishi,Khaki,2005,0,Highly Urban,94517.67,92809.1,0
Married,Private,Female,0,No,Masters,Infiniti,Green,1993,0,Suburban,95338.32,110611.9,0
Married,Commercial,Male,1,Yes,High School,Mitsubishi,Orange,2004,1,Rural,70267.02,185486.12,70267.02
Divorced,Private,Female,0,No,Bachelors,Mercedes-Benz,Violet,2008,0,Suburban,27729.1,111325.39,0
Divorced,Private,Female,0,No,Masters,Hummer,Indigo,1999,0,Suburban,22968.29,47433.73,0
Married,Private,Male,0,No,Bachelors,Toyota,Aquamarine,1992,0,Rural,2307.22,188999.45,0
Single,Private,Male,0,No,Masters,Ford,Purple,1985,0,Urban,40974.41,81856.41,0
Married,Private,Female,0,No,Bachelors,Honda,Green,2005,1,Suburban,4231.55,55885.55,4231.55
Single,Private,Female,2,Yes,Masters,Mazda,Yellow,2005,0,Urban,87955.12,222283.26,0
Divorced,Commercial,Female,0,No,Masters,Suzuki,Blue,1990,1,Suburban,79033.09,45316.47,79033.09
Divorced,Private,Male,1,Yes,High School,Jeep,Aquamarine,2011,0,Highly Urban,5528.45,200338.35,0
Married,Private,Male,1,Yes,PhD,Pontiac,Mauv,1987,0,Urban,10427.04,78984.97,0
Single,Private,Male,0,No,High School,GMC,Mauv,2006,0,Rural,46106.47,48833.53,0
Single,Commercial,Female,3,Yes,Bachelors,Volvo,Blue,2001,3,Highly Urban,43266.2,115320.72,14422.06667
Single,Private,Female,0,No,High School,Mitsubishi,Crimson,1987,0,Rural,4694.1,89315.96,0
Divorced,Private,Female,2,Yes,High School,Chevrolet,Green,2004,4,Suburban,64005.53,209576.5,16001.3825
Divorced,Commercial,Female,2,Yes,Masters,Aston Martin,Teal,2008,0,Urban,9367.09,159306.92,0
Single,Private,Female,0,No,PhD,BMW,Aquamarine,2008,0,Highly Rural,49200.13,153304.54,0
Married,Private,Male,0,No,Bachelors,Pontiac,Aquamarine,1992,0,Urban,28052.79,100737.59,0
Married,Private,Female,0,No,Bachelors,Suzuki,Pink,1995,0,Highly Rural,1849.52,115397.71,0
Married,Commercial,Male,2,Yes,PhD,Dodge,Red,1996,0,Highly Urban,51263.22,66799.04,0
Married,Private,Female,1,Yes,Bachelors,Jeep,Puce,2002,0,Rural,87491.66,120016.57,0
Single,Commercial,Female,0,No,High School,Lincoln,Yellow,1986,1,Highly Urban,59377.14,171273.95,59377.14
Single,Private,Female,3,Yes,Bachelors,Infiniti,Fuscia,2011,1,Suburban,79730.59,52589.06,79730.59
Single,Private,Female,1,Yes,PhD,Lexus,Teal,2013,0,Highly Rural,31439.05,123292.42,0
Single,Private,Female,1,Yes,Bachelors,Kia,Maroon,2010,0,Highly Rural,431.52,217300.17,0
Married,Private,Female,0,No,Bachelors,Land Rover,Blue,1997,0,Suburban,12174.09,152183.05,0
Divorced,Private,Male,1,Yes,Bachelors,Chevrolet,Pink,1978,0,Urban,97573.36,93159.07,0
Single,Private,Female,0,No,Masters,Chevrolet,Mauv,2009,0,Highly Urban,77900.27,175275.64,0
Seperated,Private,Male,0,No,High School,Ford,Khaki,1992,0,Rural,99957.24,85800.09,0
Single,Private,Male,3,Yes,Bachelors,Chevrolet,Orange,2008,0,Rural,68123.17,130338.86,0
Single,Private,Male,0,No,Bachelors,Toyota,Green,2005,1,Highly Rural,66088.59,116229.73,66088.59
Single,Private,Male,2,Yes,Bachelors,Audi,Goldenrod,1987,0,Rural,9087.87,178391.29,0
Married,Private,Male,0,No,Bachelors,Chevrolet,Aquamarine,1999,0,Highly Urban,28318.4,63385.84,0
Single,Private,Male,0,No,Bachelors,BMW,Orange,2009,0,Urban,30746.1,202902.14,0
Single,Private,Female,0,No,Masters,Mercedes-Benz,Red,1998,1,Rural,2540.77,47270.44,2540.77
Single,Commercial,Male,0,Yes,High School,Ford,Mauv,1996,2,Urban,3837.51,80616.87,1918.755
Married,Commercial,Male,1,Yes,Bachelors,Volkswagen,Maroon,2003,1,Highly Urban,83327.05,48931.15,83327.05
Divorced,Private,Female,0,No,High School,Cadillac,Indigo,1992,4,Highly Urban,62282.8,105734.66,15570.7
Married,Private,Male,0,No,Bachelors,Hyundai,Goldenrod,2006,0,Suburban,58071.64,141772.15,0
Divorced,Private,Male,0,Yes,Bachelors,Hyundai,Orange,2012,0,Urban,41771.02,94867.18,0
Single,Private,Female,1,Yes,Bachelors,Lexus,Indigo,2011,1,Highly Urban,3377.25,94526.92,3377.25
Single,Private,Male,1,Yes,PhD,Ford,Teal,2008,0,Highly Rural,69229.41,135362.96,0
Single,Private,Male,1,Yes,Bachelors,Mitsubishi,Turquoise,1993,0,Highly Rural,14101.22,191842.54,0
Divorced,Private,Female,2,Yes,Bachelors,Hyundai,Turquoise,2002,0,Highly Rural,82948.2,221917.13,0
Single,Private,Female,0,Yes,High School,Mitsubishi,Maroon,1986,1,Highly Urban,62225.98,82856.67,62225.98
Single,Commercial,Male,0,No,Bachelors,Kia,Indigo,2002,0,Urban,49500.36,176445.13,0
Married,Private,Female,0,No,Bachelors,Dodge,Mauv,1970,0,Suburban,16336.06,212406.72,0
Single,Private,Female,0,No,Masters,Saturn,Red,2002,0,Highly Rural,65528.15,64488.03,0
Single,Private,Male,0,No,Bachelors,Kia,Khaki,2004,2,Suburban,70235.88,214575.59,35117.94
Married,Commercial,Female,1,Yes,High School,Ford,Red,2011,0,Suburban,36507.75,88451.67,0
Divorced,Private,Female,0,No,PhD,Mercedes-Benz,Turquoise,2008,1,Highly Rural,19658.58,148354.75,19658.58
Divorced,Private,Female,0,No,High School,Lexus,Teal,2010,0,Highly Rural,54736.3,246003.2,0
Married,Private,Male,0,No,Masters,Honda,Fuscia,2010,0,Highly Rural,70760.52,80234.09,0
Single,Private,Female,1,Yes,Bachelors,Chevrolet,Maroon,1998,1,Suburban,43135.27,161677.98,43135.27
Single,Private,Female,0,No,High School,Ford,Blue,2008,0,Highly Urban,27388.79,70237.82,0
Single,Private,Female,1,Yes,High School,Subaru,Goldenrod,1985,0,Highly Rural,93167.65,116575.4,0
Divorced,Private,Male,0,Yes,Bachelors,GMC,Teal,1996,0,Urban,40388.26,99366.41,0
Single,Private,Female,1,Yes,Masters,Ford,Pink,2013,0,Highly Urban,46256.56,171273.66,0
Single,Private,Female,0,No,Masters,Lexus,Khaki,2008,0,Rural,77423.06,197484.48,0
Seperated,Private,Female,0,No,Bachelors,Honda,Turquoise,2001,0,Rural,62349.68,173145.15,0
Single,Private,Male,0,No,High School,Lamborghini,Puce,1986,0,Urban,51870.52,160446.2,0
Single,Private,Female,0,No,Bachelors,Lincoln,Goldenrod,1990,3,Highly Urban,88040.22,228706.82,29346.74
Divorced,Private,Female,0,No,Bachelors,Kia,Fuscia,1995,0,Rural,23939.61,232765.56,0
Married,Private,Male,0,No,Masters,Ford,Aquamarine,2006,4,Suburban,55827.17,183451.11,13956.7925
Married,Private,Male,1,Yes,High School,Buick,Turquoise,1991,0,Highly Urban,35855.96,223323.75,0
Single,Private,Female,1,Yes,High School,Toyota,Mauv,1999,0,Highly Rural,87637.3,246975.89,0
Single,Private,Male,0,No,Masters,Lotus,Indigo,2007,0,Highly Urban,94822.72,202977.74,0
Single,Private,Female,0,Yes,Bachelors,Chevrolet,Green,1993,3,Suburban,97380.9,136927.02,32460.3
Married,Private,Male,1,Yes,Bachelors,Nissan,Green,1990,2,Suburban,92977.55,144596.92,46488.775
Married,Private,Male,0,No,High School,Acura,Puce,1996,1,Suburban,17322.08,161249.14,17322.08
Married,Private,Male,0,No,High School,Dodge,Red,1993,3,Rural,83611.66,229451.73,27870.55333
Seperated,Private,Male,1,Yes,Bachelors,Ford,Aquamarine,2008,2,Highly Urban,34865.86,139318.05,17432.93
Single,Private,Female,0,Yes,High School,GMC,Violet,2000,0,Highly Urban,29411.3,141136.89,0
Single,Private,Female,2,Yes,Bachelors,Suzuki,Puce,2008,0,Suburban,43308.67,234292.81,0
Seperated,Private,Female,0,No,High School,Lincoln,Turquoise,2006,0,Highly Rural,58370.23,200024.49,0
Single,Commercial,Male,0,No,Bachelors,Toyota,Yellow,2008,4,Highly Rural,49354.9,220010.49,12338.725
Married,Private,Female,0,No,Bachelors,Toyota,Blue,2012,0,Rural,72679.64,191537.16,0
Single,Private,Female,0,No,Bachelors,Acura,Maroon,2012,0,Urban,48296.77,115470.32,0
Married,Private,Female,1,Yes,High School,Dodge,Blue,1976,2,Highly Rural,30760.2,192782.08,15380.1
Single,Commercial,Female,1,Yes,High School,Lincoln,Khaki,2004,0,Rural,98683.72,126620.32,0
Single,Private,Male,0,No,Masters,Volkswagen,Crimson,2002,1,Suburban,55361.8,207381.93,55361.8
Single,Private,Male,0,No,High School,Aston Martin,Mauv,2008,0,Suburban,75890.24,153075.51,0
Single,Private,Female,2,Yes,PhD,Honda,Fuscia,1988,0,Rural,29468.14,118940.45,0
Single,Private,Female,0,No,Bachelors,Audi,Turquoise,2007,0,Highly Urban,9126.96,229573.01,0
Married,Private,Female,1,Yes,Masters,Mitsubishi,Red,1997,0,Rural,55819.94,234169.92,0
Single,Private,Female,0,Yes,Bachelors,Audi,Maroon,1990,0,Suburban,34774.72,175199.94,0
Divorced,Private,Male,2,Yes,Bachelors,Chrysler,Orange,2005,4,Highly Rural,22452.24,197195.88,5613.06
Divorced,Private,Male,0,Yes,Bachelors,Chrysler,Yellow,2007,0,Rural,93869.15,247335.28,0
Married,Private,Female,0,No,Masters,Nissan,Blue,2011,1,Highly Urban,19676.91,61330.03,19676.91
Single,Private,Female,0,No,Bachelors,Pontiac,Teal,1966,1,Rural,53604.64,236399.11,53604.64
Married,Private,Male,0,No,Bachelors,Chevrolet,Blue,2005,0,Rural,93983.29,143005.84,0
Married,Commercial,Female,3,Yes,Bachelors,Plymouth,Pink,1994,0,Highly Rural,10284.32,193028.26,0
Divorced,Commercial,Male,0,Yes,Masters,Mercedes-Benz,Blue,2008,0,Rural,63345.4,183713.07,0
Single,Private,Female,1,Yes,High School,Ford,Green,2007,1,Urban,18330.58,222290.07,18330.58
Single,Private,Male,0,Yes,High School,Ford,Puce,1985,0,Rural,36568.53,123188.81,0
Married,Commercial,Male,0,No,Bachelors,Chevrolet,Green,1997,3,Suburban,29833.63,154401.55,9944.543333
Married,Commercial,Male,0,Yes,Bachelors,Mazda,Goldenrod,1987,0,Highly Urban,38453.47,190787.33,0
Married,Commercial,Male,0,Yes,PhD,Oldsmobile,Purple,1998,1,Suburban,43851.07,189546.62,43851.07
Divorced,Private,Female,2,Yes,Bachelors,Oldsmobile,Puce,1992,0,Urban,2948.95,64764.86,0
Divorced,Private,Male,0,No,High School,Honda,Turquoise,2007,0,Highly Rural,8981.45,218140.07,0
Married,Commercial,Male,0,No,Bachelors,Chevrolet,Orange,2012,0,Suburban,91708.56,229339.5,0
Married,Private,Female,0,Yes,Bachelors,Dodge,Violet,1996,1,Highly Rural,3350.08,242689.12,3350.08
Divorced,Commercial,Female,1,Yes,Bachelors,Saab,Pink,1998,0,Suburban,44823.3,116169.18,0
Single,Private,Male,2,Yes,Bachelors,GMC,Puce,2010,0,Highly Urban,32306.36,218751.21,0
Single,Private,Female,0,No,High School,Volvo,Red,2002,0,Urban,76317.61,88242.7,0
Seperated,Private,Female,0,Yes,Bachelors,Mitsubishi,Indigo,1995,0,Highly Rural,95822.75,176782.27,0
Single,Private,Female,1,Yes,Bachelors,Smart,Pink,2012,0,Rural,11606.9,182541.54,0
Married,Private,Female,0,No,Bachelors,Buick,Maroon,2002,0,Rural,82645.52,65916.27,0
Married,Private,Female,0,No,Bachelors,Chevrolet,Red,2003,0,Suburban,22245.91,99033.32,0
Single,Private,Male,0,No,PhD,Toyota,Purple,1993,0,Highly Rural,87478.69,160485.66,0
Single,Private,Male,0,No,PhD,Volvo,Maroon,1993,0,Highly Rural,68785.86,66872.28,0
Married,Private,Female,0,Yes,Masters,Buick,Blue,1984,0,Highly Urban,6482.21,101010.12,0
Married,Private,Male,0,No,Bachelors,Nissan,Crimson,1998,0,Highly Rural,73817.44,100082.78,0
Single,Private,Female,0,No,Bachelors,Honda,Puce,2002,0,Highly Rural,64855.88,207058.15,0
Married,Commercial,Male,0,No,Bachelors,Subaru,Blue,1990,0,Suburban,63203.11,236018.12,0
Single,Private,Male,0,No,Bachelors,Chevrolet,Khaki,2013,1,Urban,51516.5,61212.24,51516.5
Married,Private,Male,0,No,Bachelors,Cadillac,Mauv,2005,0,Urban,35226.95,206526.62,0
Single,Commercial,Male,0,No,Bachelors,Hyundai,Indigo,2012,0,Suburban,65019.61,156956.05,0
Divorced,Private,Female,0,Yes,Bachelors,Volvo,Fuscia,2002,0,Rural,71966.67,139480.39,0
Seperated,Commercial,Male,0,Yes,Bachelors,Ford,Teal,2009,0,Rural,74896.68,237845.24,0
Seperated,Private,Female,0,Yes,High School,Toyota,Aquamarine,2012,0,Rural,87024.38,112168.33,0
Married,Private,Male,0,Yes,Masters,Studebaker,Pink,1963,0,Rural,75432.27,200709.71,0
Married,Private,Female,0,Yes,Bachelors,Audi,Mauv,2007,0,Highly Urban,48122.14,201008.07,0
Married,Commercial,Male,1,Yes,Bachelors,Porsche,Pink,2004,1,Highly Rural,92231.69,192363.64,92231.69
Divorced,Commercial,Female,0,No,Bachelors,Volvo,Aquamarine,1997,0,Suburban,73172.52,64849.94,0
Single,Private,Male,0,No,High School,Lexus,Puce,2011,0,Rural,63465.03,100765.81,0
Seperated,Private,Male,0,No,High School,Toyota,Khaki,2008,0,Highly Rural,65246.23,169292.49,0
Single,Commercial,Male,2,Yes,Bachelors,Mazda,Mauv,1992,3,Urban,94188.44,120347.61,31396.14667
Single,Commercial,Female,2,Yes,Bachelors,Lincoln,Indigo,2006,0,Highly Rural,60630.33,145594.97,0
